issueType,status_issues,priority,storyPoint,issueLinks,blockedBy,blocks,votes,watchcount,subtasks,status_summary,priorityId,initialStoryPoint,currentStoryPoint,assignee_summary,sprintId,sprintName,sprintState,sprintStartDate,sprintEndDate,totalNumberOfIssues,completedIssuesCount,puntedIssues,issuesNotCompletedInCurrentSprint,completedIssuesEstimateSum,puntedIssuesEstimateSum,NoOfDevelopers,SprintLength
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,2.0,2.0,pperalta,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,8.0,1.0,0.0,0.0,0.0,3.0,0.0,NotCompletedWithinSprint,4.0,3.0,8.0,thomas.risberg,41.0,Sprint 24,CLOSED,19-Mar-14,4-Apr-14,70.0,54.0,4.0,7.0,243.0,14.0,15.0,16.0
Story,Done,4.0,8.0,1.0,0.0,0.0,0.0,3.0,0.0,Completed,4.0,8.0,8.0,thomas.risberg,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Bug,Done,4.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,4.0,4.0,iperumal,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,3.0,3.0,hillert,45.0,Sprint 26,CLOSED,17-Apr-14,30-Apr-14,87.0,37.0,18.0,9.0,104.0,101.0,13.0,13.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,3.0,3.0,hillert,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,Punted,4.0,0.0,0.0,iperumal,25.0,Sprint 18,CLOSED,23-Oct-13,12-Nov-13,64.0,44.0,10.0,0.0,216.0,62.0,13.0,26.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,2.0,4.0,iperumal,45.0,Sprint 26,CLOSED,17-Apr-14,30-Apr-14,87.0,37.0,18.0,9.0,104.0,101.0,13.0,13.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,4.0,4.0,iperumal,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,NotCompletedWithinSprint,4.0,3.0,3.0,hillert,45.0,Sprint 26,CLOSED,17-Apr-14,30-Apr-14,87.0,37.0,18.0,9.0,104.0,101.0,13.0,13.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,hillert,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,6.0,6.0,hillert,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,6.0,6.0,hillert,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,Completed,4.0,4.0,4.0,hillert,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,6.0,6.0,hillert,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Improvement,Done,4.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,3.0,3.0,grenfro,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Bug,Done,4.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,5.0,5.0,eric.bottard,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Improvement,Done,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,4.0,4.0,dturanski,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Bug,Done,4.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,4.0,4.0,,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,4.0,4.0,hillert,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Bug,Done,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,Completed,4.0,5.0,5.0,grussell,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Bug,Done,3.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,Completed,3.0,2.0,2.0,eric.bottard,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,3.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,Completed,3.0,3.0,3.0,grussell,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,3.0,2.0,2.0,eric.bottard,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,1.0,1.0,mark.fisher,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,3.0,16.0,2.0,0.0,0.0,0.0,5.0,0.0,Punted,3.0,1.0,16.0,grussell,45.0,Sprint 26,CLOSED,17-Apr-14,30-Apr-14,87.0,37.0,18.0,9.0,104.0,101.0,13.0,13.0
Story,Done,3.0,16.0,2.0,0.0,0.0,0.0,5.0,0.0,Completed,3.0,16.0,16.0,grussell,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,3.0,16.0,2.0,0.0,0.0,0.0,5.0,0.0,Completed,3.0,16.0,16.0,grussell,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Bug,Done,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,3.0,2.0,2.0,pperalta,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Bug,Done,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,CompletedInNotherSprint,3.0,2.0,2.0,pperalta,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Improvement,Done,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,CompletedInNotherSprint,2.0,1.0,1.0,grussell,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Improvement,Done,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Completed,2.0,1.0,1.0,grussell,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Bug,Done,4.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,Completed,4.0,3.0,3.0,iperumal,45.0,Sprint 26,CLOSED,17-Apr-14,30-Apr-14,87.0,37.0,18.0,9.0,104.0,101.0,13.0,13.0
Bug,Done,4.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,CompletedInNotherSprint,4.0,3.0,3.0,iperumal,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Bug,Done,4.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,Completed,4.0,3.0,3.0,iperumal,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,3.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,Punted,3.0,8.0,8.0,jvalkeal,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,3.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,Completed,3.0,8.0,8.0,jvalkeal,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,3.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,Punted,3.0,8.0,8.0,mark.fisher,45.0,Sprint 26,CLOSED,17-Apr-14,30-Apr-14,87.0,37.0,18.0,9.0,104.0,101.0,13.0,13.0
Story,Done,3.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,Completed,3.0,8.0,8.0,mark.fisher,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,3.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,Completed,3.0,8.0,8.0,mark.fisher,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,NotCompletedWithinSprint,4.0,8.0,8.0,eric.bottard,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,Completed,4.0,8.0,8.0,eric.bottard,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,3.0,3.0,mark.pollack,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,3.0,3.0,mark.pollack,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Improvement,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,1.0,dturanski,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Improvement,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,CompletedInNotherSprint,4.0,1.0,1.0,dturanski,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Improvement,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,1.0,dturanski,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Improvement,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,CompletedInNotherSprint,4.0,1.0,1.0,dturanski,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Improvement,Done,4.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,Completed,4.0,1.0,1.0,dturanski,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,Punted,4.0,6.0,6.0,hillert,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,6.0,6.0,hillert,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,1.0,iperumal,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,3.0,4.0,4.0,pperalta,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,Completed,4.0,1.0,1.0,grussell,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Bug,Done,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,2.0,2.0,iperumal,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,thomas.risberg,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Bug,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,iperumal,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,8.0,2.0,dturanski,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,Completed,4.0,2.0,4.0,grussell,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,mark.pollack,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,2.0,2.0,jvalkeal,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,1.0,1.0,thomas.risberg,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,Completed,2.0,2.0,2.0,jvalkeal,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,Completed,2.0,4.0,4.0,mark.pollack,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Bug,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,1.0,iperumal,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,5.0,5.0,grenfro,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Improvement,Done,3.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,3.0,10.0,10.0,grenfro,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,CompletedInNotherSprint,3.0,2.0,2.0,iperumal,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,1.0,1.0,dturanski,49.0,Sprint 28,CLOSED,21-May-14,30-May-14,37.0,27.0,3.0,0.0,102.0,13.0,11.0,9.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,hillert,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Story,Done,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,CompletedInNotherSprint,4.0,2.0,2.0,hillert,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Bug,Done,3.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,NotCompletedWithinSprint,3.0,2.0,4.0,grussell,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Bug,Done,3.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,Completed,3.0,4.0,4.0,grussell,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,5.0,5.0,iperumal,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Improvement,Done,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,1.0,1.0,dturanski,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Improvement,Done,4.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,Completed,4.0,5.0,5.0,eric.bottard,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Improvement,Done,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,2.0,2.0,eric.bottard,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,1.0,1.0,grenfro,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Story,Done,4.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,8.0,8.0,grenfro,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Bug,Done,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,Completed,4.0,2.0,2.0,dturanski,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Story,Done,4.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,Punted,4.0,4.0,4.0,mark.pollack,45.0,Sprint 26,CLOSED,17-Apr-14,30-Apr-14,87.0,37.0,18.0,9.0,104.0,101.0,13.0,13.0
Story,Done,4.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,Punted,4.0,4.0,4.0,mark.pollack,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,Completed,4.0,4.0,4.0,mark.pollack,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Improvement,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,CompletedInNotherSprint,4.0,1.0,1.0,eric.bottard,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Bug,Done,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,CompletedInNotherSprint,4.0,3.0,3.0,eric.bottard,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,CompletedInNotherSprint,4.0,3.0,3.0,grussell,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,5.0,5.0,grussell,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,5.0,5.0,eric.bottard,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,iperumal,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,1.0,dturanski,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Bug,Done,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,5.0,grenfro,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,2.0,2.0,pperalta,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Bug,Done,3.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,Completed,3.0,4.0,4.0,eric.bottard,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Bug,Done,4.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,8.0,8.0,eric.bottard,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Story,Done,3.0,20.0,2.0,0.0,0.0,0.0,2.0,0.0,Completed,3.0,20.0,20.0,iperumal,51.0,Sprint 30,CLOSED,12-Jun-14,1-Jul-14,64.0,57.0,0.0,0.0,251.0,0.0,16.0,19.0
Story,Done,3.0,20.0,2.0,0.0,0.0,0.0,2.0,0.0,Completed,3.0,20.0,20.0,iperumal,54.0,Sprint 31,CLOSED,1-Jul-14,18-Jul-14,69.0,59.0,4.0,0.0,197.2,7.0,14.0,17.0
Bug,Done,4.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,CompletedInNotherSprint,4.0,5.0,5.0,iperumal,51.0,Sprint 30,CLOSED,12-Jun-14,1-Jul-14,64.0,57.0,0.0,0.0,251.0,0.0,16.0,19.0
Bug,Done,4.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,5.0,5.0,iperumal,54.0,Sprint 31,CLOSED,1-Jul-14,18-Jul-14,69.0,59.0,4.0,0.0,197.2,7.0,14.0,17.0
Improvement,Done,3.0,5.0,2.0,0.0,0.0,0.0,6.0,0.0,Completed,3.0,5.0,5.0,jvalkeal,51.0,Sprint 30,CLOSED,12-Jun-14,1-Jul-14,64.0,57.0,0.0,0.0,251.0,0.0,16.0,19.0
Improvement,Done,3.0,5.0,2.0,0.0,0.0,0.0,6.0,0.0,Completed,3.0,5.0,5.0,jvalkeal,54.0,Sprint 31,CLOSED,1-Jul-14,18-Jul-14,69.0,59.0,4.0,0.0,197.2,7.0,14.0,17.0
Bug,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,CompletedInNotherSprint,4.0,2.0,2.0,iperumal,51.0,Sprint 30,CLOSED,12-Jun-14,1-Jul-14,64.0,57.0,0.0,0.0,251.0,0.0,16.0,19.0
Bug,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,iperumal,54.0,Sprint 31,CLOSED,1-Jul-14,18-Jul-14,69.0,59.0,4.0,0.0,197.2,7.0,14.0,17.0
Story,Done,4.0,8.0,2.0,0.0,0.0,0.0,3.0,0.0,Punted,4.0,8.0,8.0,mminella,47.0,Sprint 27,CLOSED,30-Apr-14,21-May-14,124.0,85.0,15.0,4.0,343.0,74.0,16.0,21.0
Story,Done,4.0,8.0,2.0,0.0,0.0,0.0,3.0,0.0,Punted,4.0,8.0,8.0,mminella,50.0,Sprint 29,CLOSED,4-Jun-14,12-Jun-14,38.0,18.0,8.0,0.0,68.0,33.0,10.0,8.0
Story,Done,4.0,8.0,2.0,0.0,0.0,0.0,3.0,0.0,CompletedInNotherSprint,4.0,8.0,8.0,mminella,51.0,Sprint 30,CLOSED,12-Jun-14,1-Jul-14,64.0,57.0,0.0,0.0,251.0,0.0,16.0,19.0
Story,Done,4.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,8.0,8.0,grenfro,51.0,Sprint 30,CLOSED,12-Jun-14,1-Jul-14,64.0,57.0,0.0,0.0,251.0,0.0,16.0,19.0
Story,Done,4.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,10.0,10.0,grenfro,51.0,Sprint 30,CLOSED,12-Jun-14,1-Jul-14,64.0,57.0,0.0,0.0,251.0,0.0,16.0,19.0
Story,Done,4.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,8.0,8.0,grenfro,51.0,Sprint 30,CLOSED,12-Jun-14,1-Jul-14,64.0,57.0,0.0,0.0,251.0,0.0,16.0,19.0
Story,Done,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,iperumal,51.0,Sprint 30,CLOSED,12-Jun-14,1-Jul-14,64.0,57.0,0.0,0.0,251.0,0.0,16.0,19.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,Punted,4.0,4.0,4.0,iperumal,45.0,Sprint 26,CLOSED,17-Apr-14,30-Apr-14,87.0,37.0,18.0,9.0,104.0,101.0,13.0,13.0
