entity_id;area;type;status;state;priority;ticket_number;name;create_date;created_by;update_date;updated_by;parent_ticket_id;assignee;owner;due_date;rank;estimation;spent;workgroup;resolution
4604429;Система.ХранениеАртефактов;Задача;Выполнено;Normal;Средний;PPAR-7584;[FE] Редактор шаблонов. Стартовый экран. Убрать фильтры и поиск при отсутствии прав редактирования;2024-07-26 09:53:39.118703;А. К.;2024-08-06 10:10:08.656547;Р. М.;4318716;Р. М.;А. К.;;0|qolh2w:;14400;14400;Новая функциональность;Готово
4604446;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7585;[QA] Редактор шаблонов. Копирование и вставка фрагментов часть 2 (тестирование);2024-07-26 09:55:57.301653;А. К.;2024-08-13 05:47:22.330966;В. С.;4318716;В. С.;А. К.;;0|qolgz4:;14400;14400;Новая функциональность;Готово
4604563;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7586;[QA] Редактор шаблонов. Архивация шаблонов (тестирование);2024-07-26 10:08:20.998591;А. К.;2024-08-27 14:01:34.713655;О. Н.;4318716;О. Н.;А. К.;;0|qolga0:;21600;21600;Технический долг;Готово
4604626;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7587;[BA] Редактор шаблонов. Обновление руководства пользователя;2024-07-26 10:14:18.373870;А. К.;2024-08-13 11:44:02.486988;О. К.;4318716;А. К.;А. К.;;0|qolfw0:;57600;57600;Новая функциональность;Готово
4605512;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7588;[BЕ] Редактор шаблонов. Копирование и вставка группы с включенными детьми;2024-07-26 12:06:15.852097;А. К.;2024-08-05 10:54:12.767470;В. М.;4318716;В. М.;А. К.;;0|qolajs:;57600;;Новая функциональность;Готово
4607152;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7589;[QA] Связаные фрагменты (тест-кейсы);2024-07-26 15:41:09.567356;Р. Е.;2024-08-12 07:48:36.890244;Д. П.;4179422;Д. П.;Н. С.;;0|qol0v4:;14400;14400;Новая функциональность;Готово
4607249;Система. Движок;Задача;Выполнено;Normal;Средний;PPFW-2783;[BA] [Админка атрибутов] Изменения UI/UX в админке атрибутов от FE;2024-07-26 16:32:19.029206;О. Г.;2024-08-07 14:50:40.866912;О. Г.;;О. Г.;О. Г.;;0|qol09s:;;;Линейная деятельность;Готово
4609089;Система. Движок;Подзадача;В работе;Normal;Средний;PPFW-2784;[QA] Дополнить конфиг для импорта при старте темплейта;2024-07-29 05:44:14.612333;Н. Н.;2024-09-20 19:20:42.817366;Н. Н.;2104316;Н. Н.;Н. Н.;;0|qokp08:;28800;;;
4609550;Система. Движок;Подзадача;Создано;Normal;Средний;PPFW-2785;[QA] Ревью и доработка ТК по CFO: BE и FE;2024-07-29 06:40:01.566078;Н. Н.;2024-07-29 06:40:40.890994;Н. Н.;2104316;Н. Н.;Н. Н.;;0|qokm74:;86400;;;
4610164;Управление релизами изменениями;Подзадача;Закрыто;Normal;Средний;PPRC-2380;[PPPL][FE] Обновление контракта;2024-07-29 07:22:46.757672;Д. М.;2024-07-31 07:01:59.328523;Д. М.;4505257;Д. М.;Д. М.;;0|qokihc:;14400;14400;;Готово
4610419;Управление релизами изменениями;Дефект;Отклонен исполнителем;Normal;Высокий;PPRC-2381;"[PPRC 2.0][PREPROD] поле ""Подстатус"" Дефекта. Недоступна настройка значения в МП при переводе в Пострелиз и Отклонении релиза ";2024-07-29 07:45:03.007461;К. Я.;2024-10-10 07:11:35.636061;В. С.;;;К. Я.;;0|qoao60:;;;;Отменен инициатором
4610666;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7592;[BE] Юр.док. Компонент ObjectFact.Ч2;2024-07-29 08:05:41.685926;М. Б.;2024-08-09 11:07:55.334955;В. М.;4234363;В. М.;М. Б.;;0|qokfh4:;43200;;Новая функциональность;Готово
4610671;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7593;[BE] Юр.док.Компонент  SourceSelectFact.Ч2;2024-07-29 08:06:05.458019;М. Б.;2024-08-22 11:55:04.890808;В. М.;3549112;В. М.;М. Б.;;0|qokfg0:;43200;;Новая функциональность;Готово
4610722;Система.Таск-трекер;Задача;Создано;Normal;Средний;PPTS-8007;[PT] Обновить профиль НТ и провести НТ с включенным модулем аудита;2024-07-29 08:10:43.424133;Д. Б.;2024-07-30 13:12:02.172815;Д. Б.;4177390;Д. Б.;Д. Б.;;0|qokf4o:;144000;;Новая функциональность;
4610732;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7594;[SA] Миграция шаблонов с анкетой.Ч2;2024-07-29 08:11:11.956400;М. Б.;2024-08-12 05:35:44.159540;М. Б.;3549112;М. Б.;Е. З.;;0|qokf2o:;28800;28800;Новая функциональность;Готово
4610754;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7595;[SA] Редактор шаблонов. Архивация шаблонов.Ч2;2024-07-29 08:12:54.582941;М. Б.;2024-08-13 05:42:55.639284;М. Б.;4318716;М. Б.;А. К.;;0|qokey0:;28800;28800;Технический долг;Готово
4612260;Система.Таск-трекер;Дефект;Закрыто;Normal;Средний;PPTS-8010;"[FE] Доски. Не разворачиваются шевроны, если кликнуть на ""Развернуть все"" при группировке по Дате создания";2024-07-29 10:26:29.364898;А. К.;2024-09-24 15:21:17.532884;Я. П.;;Я. П.;А. К.;;0|qok5uo:;28800;;;Готово
4614947;Система. Движок;Дефект;Закрыто;Normal;Высокий;PPFW-2786;[BE] v1/entities/{entityNumber} Возможна смена типа созданного экземпляра сущности;2024-07-29 13:44:06.328788;Н. Н.;2024-09-23 15:09:24.867855;Н. Н.;;Н. Н.;Н. Н.;;0|qojpnc:;;;;Готово
4617826;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7596;[SA] Сделать профили НТ и типовые сценарии, для того, чтобы оптимизировать потребление ресурсов.  (ч.2);2024-07-30 04:53:14.389887;О. К.;2024-08-05 06:25:49.072273;О. К.;4119514;О. К.;О. К.;;0|qoj8c8:;14400;14400;Технический долг;Готово
4617829;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7597;[BA] Возможность создания и редактирования полей в анкете шаблона (выбор варианта) ;2024-07-30 04:55:26.817906;О. К.;2024-08-19 07:56:02.026645;Е. З.;3549112;О. К.;Е. З.;;0|qoj8bk:;129600;129600;Новая функциональность;Готово
4618855;Управление релизами изменениями;Подзадача;Выполнено;Normal;Средний;PPRC-2383;[UX] Доработка макетов для тестирования диаграммы Гант;2024-07-30 06:44:31.336016;А. Ш.;2024-08-23 06:15:08.215082;А. Ш.;4516073;А. Ш.;А. Ш.;;0|qoj240:;;;;
4618942;Управление релизами изменениями;Подзадача;Выполнено;Normal;Средний;PPRC-2384;[UX] Прототип диаграммы Гант;2024-07-30 06:48:26.891159;А. Ш.;2024-08-29 08:59:08.971325;А. Ш.;4516073;А. Ш.;А. Ш.;;0|qoj1ls:;57600;;;Готово
4619098;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7598;[BA+SA] Компонент ObjectFact.Ч2;2024-07-30 06:54:49.849014;М. Б.;2024-08-02 08:02:10.590059;М. Б.;4234363;М. Б.;М. Б.;;0|qoj0o8:;28800;28800;Новая функциональность;Готово
4619162;Управление релизами изменениями;Задача;Выполнено;Normal;Низкий;PPRC-2385;[UX] Доработка блока комментариев ;2024-07-30 06:57:19.643334;А. Ш.;2024-09-10 09:15:57.157917;А. Ш.;;А. Ш.;А. Ш.;;0|qoj0ao:;28800;;Линейная деятельность;Готово
4619372;Система.Вики;Дефект;Закрыто;Normal;Высокий;PPWI-5584;Дублирование значений инлайн комментария;2024-07-30 07:08:15.048432;А. П.;2024-08-26 12:37:11.943271;А. М.;;А. П.;А. М.;;0|qoiz14:;;;;Готово
4619521;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7599;[QA] Регресс;2024-07-30 07:15:30.148103;В. С.;2024-08-08 08:09:09.281052;В. С.;4318716;В. С.;;;0|qoiy5c:;57600;57600;Новая функциональность;Готово
4619648;Система.Вики;Дефект;Закрыто;Normal;Высокий;PPWI-5585;[FE] Таблица пропадает со страницы при вставке в нее макета;2024-07-30 07:20:23.675559;Н. К.;2024-08-06 06:43:53.683113;А. П.;;А. П.;Н. К.;;0|qoixe0:;;;;Готово
4620051;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7600;[UX] Юр.док. Редактор шаблона. Механизм вставки значений из анкеты в тело шаблона (Ч3);2024-07-30 07:32:46.862834;Е. З.;2024-08-13 13:56:15.171630;О. К.;3549112;А. Г.;М. Н.;;0|qoiv0o:;28800;28800;Новая функциональность;Готово
4620888;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7601;[BA] Юр.док. Редактор шаблона. Механизм вставки значений из анкеты в тело шаблона ;2024-07-30 07:58:19.761601;Е. З.;2024-08-13 14:47:45.618926;Е. З.;3549112;Е. З.;М. Н.;;0|qoiq68:;144000;144000;Новая функциональность;Готово
4620977;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7602;[US] Юр.док. Механизм вставки значений из анкеты в тело шаблона;2024-07-30 08:01:27.790944;Е. З.;2024-09-17 14:04:46.130914;М. Н.;3549112;Н. К.;Е. З.;;0|qoipnc:;3600;3600;Новая функциональность;Готово
4623221;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-8013;[BE] Получение данных манифеста и подключения в request-processor;2024-07-30 09:24:55.942950;А. А.;2024-09-11 07:02:11.247411;А. У.;4554718;А. У.;А. А.;;0|qoicp4:;57600;;;Готово
4623364;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-8014;[BE] Получение данных виджета в request-processor;2024-07-30 09:28:57.499213;А. А.;2024-09-10 10:44:41.402618;А. У.;4554718;А. У.;А. А.;;0|qoibwo:;28800;;;Готово
4627016;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7603;[BA] Обсуждение концепта по видимости шаблонов юридического департамента;2024-07-30 11:09:05.248235;Е. З.;2024-08-13 11:44:24.151858;О. К.;3549112;О. К.;М. Н.;;0|qohr9c:;57600;57600;Новая функциональность;Готово
4627018;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-8018;[FE] Дашборд. WebSocket - RnD: readyState 3;2024-07-30 11:09:10.176753;А. А.;2024-09-11 07:16:24.232491;В. П.;4317974;В. П.;А. А.;;0|qohr8w:;28800;;;Готово
4627117;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7604;[BA] Обсуждение концепта по видимости шаблонов юридического департамента;2024-07-30 11:12:25.643762;Е. З.;2024-08-13 08:44:55.222651;М. Б.;3549112;М. Б.;М. Н.;;0|qohqpc:;28800;28800;Новая функциональность;Готово
4627130;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-8019;[FE] Дашборд. WebSocket. BroadcustChannel;2024-07-30 11:13:03.634817;А. А.;2024-08-05 07:20:58.947486;В. П.;4317974;В. П.;А. А.;;0|qohqmg:;57600;57600;;Готово
4627148;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-8020;[FE] Дашборд. WebSocket. Одно соединение на все вкладки;2024-07-30 11:14:01.481517;А. А.;2024-08-12 06:12:51.746016;В. П.;4317974;В. П.;А. А.;;0|qohqiw:;86400;115200;;Готово
4627203;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-8021;[FE] Дашборд. WebSocket - получение справочных данных;2024-07-30 11:16:02.784172;А. А.;2024-08-27 08:54:10.018223;А. А.;4317974;;А. А.;;0|qohq74:;;;;Отменен инициатором
4627276;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-8022;[FE] Дашборд. WebSocket. Обработка ошибок, переподключение;2024-07-30 11:19:19.051952;А. А.;2024-08-14 07:13:11.468763;А. А.;4317974;В. П.;А. А.;;0|qohprs:;115200;28800;;Готово
4627582;Система. Движок;Задача;Закрыто;Normal;Средний;PPFW-2791;[UX] Подготовка ИПР в рамках аттестации ;2024-07-30 11:29:46.196105;Д. Б.;2024-09-24 08:34:29.963095;Д. Б.;;Д. Б.;М. Я.;;0|qoho28:;18000;;Линейная деятельность;
4627629;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-8023;[FE] Удаления дашбордов;2024-07-30 11:31:48.269565;А. А.;2024-08-12 07:28:45.262826;А. Г.;4556873;А. Г.;Е. М.;;0|qohnsg:;28800;28800;;Готово
4627655;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-8024;[FE] Редактирование дашбордов;2024-07-30 11:33:05.468214;А. А.;2024-08-12 07:28:26.174545;А. Г.;4556400;А. Г.;Е. М.;;0|qohnmw:;57600;57600;;Готово
4627668;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-8025;[FE] Создание пустого дашборда;2024-07-30 11:33:54.246721;А. А.;2024-08-13 14:06:28.129158;А. Г.;4555827;А. Г.;Е. М.;;0|qohnk8:;28800;;;Готово
4627686;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-8026;[FE] Просмотр дашбордов через каталог;2024-07-30 11:34:47.678264;А. А.;2024-08-12 07:29:11.043465;А. Г.;4555275;А. Г.;А. А.;;0|qohngg:;57600;57600;;Готово
4628538;Управление релизами изменениями;Подзадача;Закрыто;Normal;Средний;PPRC-2386;[PPPL][FE] Написать документацию для onboarding в проект разработки;2024-07-30 12:05:37.467129;Д. М.;2024-09-10 11:15:11.672177;Е. Ш.;4505257;Е. Ш.;Е. Б.;;0|qohink:;57600;;;Готово
4629199;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7606;[FE] Редактор шаблонов. Архивация шаблонов: страница шаблона;2024-07-30 12:26:34.831429;А. К.;2024-08-13 08:55:57.753903;Р. М.;4318716;Р. М.;А. К.;;0|qohf5k:;57600;57600;Технический долг;Готово
4629271;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7607;[FE] Редактор шаблонов. Архивация шаблонов: доработки;2024-07-30 12:28:47.738041;А. К.;2024-08-27 14:24:29.439999;М. Б.;4318716;Р. М.;А. К.;;0|qohet4:;28800;28800;Технический долг;Готово
4629364;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7608;[BE] Редактор шаблонов. Архивация шаблонов: экран архива;2024-07-30 12:31:36.184695;А. К.;2024-08-13 14:40:11.998080;Т. Х.;4318716;Т. Х.;А. К.;;0|qohed4:;43200;43200;Технический долг;Готово
4629571;Система.Таск-трекер;Дефект;Закрыто;Normal;Средний;PPTS-8028;[FE] Создание Таск трекер. В URL добавляется creation-area={areaCode} при переходе  по представлениям;2024-07-30 12:37:33.158435;А. К.;2024-09-06 11:15:14.318906;А. К.;;А. К.;А. К.;;0|qohdbk:;;;;Готово
4629652;Система.Вики;Дефект;Отложен;Normal;Средний;PPWI-5586;[Корзина] Есть возможность удалить страницу в процессе согласования;2024-07-30 12:39:31.086237;М. Д.;2024-08-14 08:34:14.738059;И. М.;;И. М.;М. Д.;;0|qohcx4:;28800;;;
4629759;Система.Таск-трекер;Задача;Выполнено;Normal;Высокий;PPTS-8029;[FE] Канбан. Мультипространства. Мердж статусов разных пространств;2024-07-30 12:42:25.524753;Д. Б.;2024-08-08 17:19:48.055543;В. К.;3561802;В. К.;Н. Т.;;0|qohcdc:;86400;;Новая функциональность;
4630357;Система.Таск-трекер;Задача;Выполнено;Normal;Высокий;PPTS-8031;[FE] Канбан. Мультипространства. Поддержка нового эндпоинта для спринтов с дополнительной информацией о простарнствах;2024-07-30 12:59:28.234605;Д. Б.;2024-08-08 17:19:40.986266;В. К.;3561802;В. К.;Н. Т.;;0|qoh9bc:;57600;;Новая функциональность;
4631815;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7610;[QA] ПЦК Активности;2024-07-30 13:42:48.860568;В. С.;2024-08-13 05:48:57.689693;В. С.;;В. С.;В. С.;;0|qoh2aw:;115200;115200;Линейная деятельность;Готово
4631839;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7611;[QA] Регресс;2024-07-30 13:43:30.988728;А. К.;2024-08-08 08:38:13.377911;О. Н.;4318716;О. Н.;А. К.;;0|qoh274:;57600;57600;Новая функциональность;Готово
4632264;Система.Таск-трекер;Дефект;Закрыто;Normal;Средний;PPTS-8032;[FE] Новые таблицы. Бэклог. Не исчезают Таск трекер из таблицы при переводе в закрытый статус;2024-07-30 13:54:43.903073;А. К.;2024-09-12 07:49:03.380296;А. К.;;А. К.;А. К.;;0|qoh074:;;;;Готово
4632419;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7612;[BE] Релиз;2024-07-30 13:59:28.431712;А. К.;2024-08-13 09:48:58.484693;В. М.;4119514;В. М.;О. К.;;0|qogzfc:;43200;;Технический долг;Готово
4632496;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7613;[QA] Связаные фрагменты (тестирование);2024-07-30 14:01:54.880105;Р. Е.;2024-08-27 13:14:51.725072;Д. П.;85537;Д. П.;Н. С.;;0|qogz20:;57600;57600;Новая функциональность;Готово
4632506;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7614;[BE] Релиз;2024-07-30 14:02:11.057568;А. К.;2024-08-13 14:50:37.681981;В. Ю.;4119514;В. Ю.;О. К.;;0|qogz00:;43200;;Технический долг;
4632599;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7616;[FE] Массовое удаление;2024-07-30 14:05:03.791784;Р. Е.;2024-08-19 14:33:19.866617;А. Г.;4179422;А. Г.;И. Т.;;0|qogyk0:;86400;86400;Новая функциональность;Готово
4632881;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7618;[FE] Информация в шторке + 3 вида плашки;2024-07-30 14:12:58.613747;Р. Е.;2024-09-10 12:22:14.854872;Р. В.;4179422;Р. В.;И. Т.;;0|qogxa8:;86400;86400;Новая функциональность;Готово
4633390;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7619;[BE] Импорт DOCX. Расширение пермишенов;2024-07-30 14:29:07.114000;Н. С.;2024-08-14 10:52:13.106533;Д. П.;2540151;Т. Х.;А. М.;;0|qoguuo:;57600;57600;;Готово
4633626;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7620; [FE] Шторка источника;2024-07-30 14:35:15.187034;Р. Е.;2024-08-27 12:41:31.141855;Р. В.;4179422;Р. В.;И. Т.;;0|qogtqo:;86400;86400;Новая функциональность;Готово
4634281;Управление релизами изменениями;Подзадача;Закрыто;Normal;Высокий;PPRC-2387;[PPPL][FE] Разработка компонента отрисовки InjectionPoint для динамической формы Движока;2024-07-30 14:52:53.152162;Е. Б.;2024-08-22 09:40:07.999442;Е. Ш.;4505257;Е. Ш.;Е. Б.;;0|qogqq0:;;;;Готово
4635922;Система.Вики;Подзадача;Закрыто;Normal;Средний;PPWI-5587;[QA] Таблицы. Копирование строк/столбцов. Тест-кейсы. ч2;2024-07-30 15:57:11.737952;М. Д.;2024-08-05 06:16:01.305769;М. Д.;3725698;М. Д.;А. П.;;0|qogink:;86400;86400;;Готово
4638441;Система.Вики;Дефект;Тестирование;Normal;Средний;PPWI-5588;Заглушка в виджете Недавние действия уезжает в самый низ;2024-07-31 00:26:53.660252;А. К.;2024-09-24 09:11:19.196547;Т. Т.;;А. К.;А. К.;;0|qog4ac:;;;;
4638493;Система.Вики;Дефект;Закрыто;Normal;Критический;PPWI-5589;При вставке вырезаной таблицы страница перестает открываться в режиме редактировании;2024-07-31 00:57:46.862174;А. К.;2024-08-09 11:46:02.369270;А. К.;;А. К.;А. К.;;0|qog3z0:;14400;14400;;
4638835;Система.Таск-трекер;Задача;Закрыто;Normal;Средний;PPTS-8033;[SA] Обработчик входящей почты. Требования.;2024-07-31 04:57:49.879635;А. З.;2024-08-08 06:16:21.036155;А. З.;4177298;А. З.;А. З.;;0|qog1vg:;86400;86400;Новая функциональность;Готово
4638877;Система.Таск-трекер;Задача;Закрыто;Normal;Средний;PPTS-8034;[SA] Обработчик входящей почты. Сценарии.;2024-07-31 05:04:53.439622;А. З.;2024-08-28 08:04:31.612154;А. З.;4177298;А. З.;А. З.;;0|qog1m4:;57600;57600;Технический долг;Готово
4639824;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7623;[BA] Якорь в документе, на этот же и на другой документ;2024-07-31 06:12:24.703872;Н. С.;2024-08-13 12:04:04.743139;Н. С.;4463870;Н. С.;П. Л.;;0|qofvv0:;57600;;Новая функциональность;Готово
4639842;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7624;[BA] Переработка главного экрана;2024-07-31 06:13:14.258254;Н. С.;2024-08-13 12:03:45.828467;Н. С.;4463870;Н. С.;П. Л.;;0|qofvr8:;57600;;Новая функциональность;Готово
4639869;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7625;[BA] Импорт докумнета из ворда поверх существующего документа, с новой версией Ч2;2024-07-31 06:14:12.823285;Н. С.;2024-08-13 12:02:23.062808;Н. С.;4463870;Н. С.;П. Л.;;0|qofvm4:;14400;;Новая функциональность;Готово
4640354;Система.Вики;Подзадача;Закрыто;Normal;Средний;PPWI-5591;[FE] Excalidraw 3.3;2024-07-31 06:27:53.356419;И. М.;2024-08-13 15:13:02.833648;Е. В.;4640288;Е. В.;И. М.;;0|qofsr0:;172800;172800;;Готово
4641192;Система.Вики;Подзадача;Закрыто;Normal;Средний;PPWI-5593;[BE] Ограничение общего числа редакторов в рамках одной страницы;2024-07-31 06:49:06.027079;И. М.;2024-08-28 07:45:44.699782;А. Т.;4292080;А. Т.;В. М.;;0|qofnt8:;57600;;;Готово
4641720;Система.Вики;Подзадача;Закрыто;Normal;Средний;PPWI-5599;[UX] Обновление макетов по ревью UX писателя;2024-07-31 07:01:02.392667;И. М.;2024-08-13 11:39:24.986579;В. М.;4292080;В. М.;В. М.;;0|qofkuk:;86400;86400;;Готово
4641811;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7626;[BA] Паспорт стрима (печатная форма);2024-07-31 07:03:31.290406;А. Я.;2024-08-13 15:43:09.523883;Р. Е.;4463870;А. Я.;Н. С.;;0|qofkbo:;28800;28800;Новая функциональность;Готово
4641940;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7627;[BA] Пагинация в больших таблицах;2024-07-31 07:06:15.838914;Р. Е.;2024-08-13 13:10:41.328511;Р. Е.;4463870;Р. Е.;Н. С.;;0|qofjl0:;86400;86400;Новая функциональность;Готово
4641941;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7628;[FE] Интеграция с поиском ;2024-07-31 07:06:16.800904;А. М.;2024-08-13 15:36:55.492452;Р. Е.;4463870;И. Б.;Н. С.;;0|qofjks:;;;Новая функциональность;Готово
4641958;Система. Движок;Подзадача;Выполнено;Normal;Высокий;PPFW-2792;[AQA] Автоматизация ТК: Модули Frontend -  все критические еще не автоматизированные;2024-07-31 07:06:41.050675;Н. В.;2024-08-07 07:59:22.496879;Н. В.;4026378;Н. В.;Н. В.;;0|qofjh0:;;;;
4642017;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7629;[BA] Трассировка требований;2024-07-31 07:07:39.899185;А. Я.;2024-08-13 15:42:59.677100;Р. Е.;4463870;А. Я.;П. Л.;;0|qofj4k:;57600;57600;Новая функциональность;Готово
4642192;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7630;[FE] Добавить свойство link в виджет согласований;2024-07-31 07:11:22.797582;А. М.;2024-08-12 06:16:25.371716;А. Г.;4463870;А. Г.;Н. С.;;0|qofi3w:;14400;14400;Новая функциональность;Готово
4642280;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7631;[FE] Актуализировать тесты ;2024-07-31 07:12:57.886256;А. М.;2024-08-13 11:56:54.238329;В. С.;2072947;В. С.;Н. С.;;0|qofhlo:;;86400;Новая функциональность;Готово
4642323;Система. Движок;Подзадача;Создано;Normal;Высокий;PPFW-2793;[AQA] Интеграция работы с Wiremock  в проект автоматизации ;2024-07-31 07:13:54.586378;Н. В.;2024-08-16 08:09:38.022504;Н. В.;4026378;Н. В.;Н. В.;;0|qofhd0:;;;;
4642335;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7632;[BA] Админка для конфигов;2024-07-31 07:14:15.290650;Р. Е.;2024-08-13 13:12:04.670144;Р. Е.;4463870;Р. Е.;Н. С.;;0|qofhac:;129600;0;Новая функциональность;Готово
4642385;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7633;[FE] Научить компонент MutliSelect рендериться в строчку;2024-07-31 07:15:21.685168;А. М.;2024-08-13 12:01:40.710170;В. С.;2072947;В. С.;Н. С.;;0|qofgzw:;;72000;Новая функциональность;Готово
4642632;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7634;[BE] Интеграционный плагин с Архитектурой Ч2;2024-07-31 07:20:38.239398;Н. С.;2024-08-13 15:42:17.063074;Р. Е.;4318651;И. Т.;И. Т.;;0|qoffkk:;86400;86400;Новая функциональность;Готово
4642788;Система.Вики;Подзадача;Закрыто;Normal;Средний;PPWI-5600;[QA] Таблицы. Копирование строк/столбцов. Тестирование часть 2;2024-07-31 07:23:41.492795;А. П.;2024-08-12 07:29:04.689309;А. М.;3725698;А. М.;А. П.;;0|qofep8:;144000;;;Готово
4642795;Система.Вики;Задача;Закрыто;Normal;Средний;PPWI-5601;[QA][AT] Сортировка Ql;2024-07-31 07:23:48.140663;Н. К.;2024-08-12 07:16:36.528545;Н. К.;;Н. К.;Н. К.;;0|qofenw:;57600;57600;Линейная деятельность;Готово
4642909;Система.Вики;Задача;Закрыто;Normal;Средний;PPWI-5602;"[QA][AT] Макрос ""Разделитель""";2024-07-31 07:25:49.476040;Н. К.;2024-08-13 07:24:38.408375;Н. К.;;Н. К.;Н. К.;;0|qofe1g:;28800;28800;Линейная деятельность;Готово
4643034;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7635;[BA] Связанные фрагменты;2024-07-31 07:28:05.425105;Р. Е.;2024-08-13 13:10:56.271465;Р. Е.;4179422;Р. Е.;Н. С.;;0|qofdb8:;14400;14400;Новая функциональность;Готово
4643110;Система.Вики;Задача;Закрыто;Normal;Средний;PPWI-5603;[QA][AT] Навигация между ячейками;2024-07-31 07:29:56.089914;Н. К.;2024-08-07 07:09:29.817312;Н. К.;;Н. К.;А. М.;;0|qofcvg:;28800;28800;Линейная деятельность;Готово
4643209;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7636;[FE] Доработки интеграций;2024-07-31 07:31:59.301122;А. М.;2024-08-13 15:36:41.582859;Р. Е.;2072947;И. Б.;Н. С.;;0|qofcas:;;;Новая функциональность;Готово
4643668;Система.Вики;Задача;Закрыто;Normal;Средний;PPWI-5604;[TL] Поручения стрима;2024-07-31 07:40:24.998689;И. К.;2024-09-04 12:41:49.751177;И. К.;;И. К.;И. М.;;0|qof9r8:;14400;;Линейная деятельность;Готово
4643720;Система.Вики;Задача;Закрыто;Normal;Средний;PPWI-5605;"[QA][AT] Макрос ""Дерево страниц";2024-07-31 07:41:02.347368;Н. К.;2024-08-05 07:21:58.573372;Н. К.;;Н. К.;Н. К.;;0|qof9hw:;57600;57600;Линейная деятельность;Готово
